.y.	group1	group2	n1	n2	statistic	p	method	.y_max	.y_min	.y_span	.comparison_index	y.position	xmin	xmax	p.adj	p.adj.label	p.adjust.method	alternative	paired
shannon	R-pre	R-post	22	14	77	0.013049215918329627	Wilcoxon rank-sum test	4.543563896888647	0.6870920273799715	3.8564718695086753	1	4.85208164644934	1	2	0.05219686367331851	5.22e-02	BH	two.sided	FALSE
shannon	NR-pre	NR-post	16	13	145	0.07572591420337053	Wilcoxon rank-sum test	4.543563896888647	0.6870920273799715	3.8564718695086753	2	5.314858270790381	3	4	0.09482887768218426	9.48e-02	BH	two.sided	FALSE
shannon	R-pre	NR-pre	22	16	119	0.09482887768218426	Wilcoxon rank-sum test	4.543563896888647	0.6870920273799715	3.8564718695086753	3	5.777634895131423	1	3	0.09482887768218426	9.48e-02	BH	two.sided	FALSE
shannon	R-post	NR-post	14	13	135	0.03478194841477472	Wilcoxon rank-sum test	4.543563896888647	0.6870920273799715	3.8564718695086753	4	6.240411519472464	2	4	0.06956389682954944	6.96e-02	BH	two.sided	FALSE
