.y.	group1	group2	n1	n2	statistic	p	method	.y_max	.y_min	.y_span	.comparison_index	y.position	xmin	xmax	p.adj	p.adj.label	p.adjust.method	alternative	paired
cx3cl1_exprs_log	R-pre	R-post	22	19	13	3.200844853880147e-7	Wilcoxon rank-sum test	4.128886441087277	0.09919431664400374	4.029692124443273	1	4.451261811042739	1	2	1.2803379415520587e-6	1.28e-06	BH	two.sided	FALSE
cx3cl1_exprs_log	NR-pre	NR-post	16	13	29	0.0010867789301861098	Wilcoxon rank-sum test	4.128886441087277	0.09919431664400374	4.029692124443273	2	4.934824865975932	3	4	0.0021735578603722197	2.17e-03	BH	two.sided	FALSE
cx3cl1_exprs_log	R-pre	NR-pre	22	16	190	0.6897930952582196	Wilcoxon rank-sum test	4.128886441087277	0.09919431664400374	4.029692124443273	3	5.418387920909125	1	3	0.6897930952582196	6.90e-01	BH	two.sided	FALSE
cx3cl1_exprs_log	R-post	NR-post	19	13	201	0.0031323203525904938	Wilcoxon rank-sum test	4.128886441087277	0.09919431664400374	4.029692124443273	4	5.901950975842317	2	4	0.0041764271367873244	4.18e-03	BH	two.sided	FALSE
