cell_type	.y.	group1	group2	n1	n2	statistic	p	method	.y_max	.y_min	.y_span	.comparison_index	y.position	xmin	xmax	p.adj	p.adj.label	p.adjust.method	alternative	paired
Endo_ACKR1	pct	R-pre	R-post	22	19	19	7.257091171772532e-7	Wilcoxon rank-sum test	53.509571558796715	0	53.509571558796715	1	57.79033728350045	1	2	2.902836468709013e-6	2.90e-06	BH	two.sided	FALSE
Endo_ACKR1	pct	NR-pre	NR-post	16	13	39	0.004676493142639932	Wilcoxon rank-sum test	53.509571558796715	0	53.509571558796715	2	64.21148587055606	3	4	0.009352986285279865	9.35e-03	BH	two.sided	FALSE
Endo_ACKR1	pct	R-pre	NR-pre	22	16	169	0.8476039306063197	Wilcoxon rank-sum test	53.509571558796715	0	53.509571558796715	3	70.63263445761166	1	3	0.8476039306063197	8.48e-01	BH	two.sided	FALSE
Endo_ACKR1	pct	R-post	NR-post	19	13	168	0.09136243240566091	Wilcoxon rank-sum test	53.509571558796715	0	53.509571558796715	4	77.05378304466727	2	4	0.12181657654088121	1.22e-01	BH	two.sided	FALSE
Endo_CCL21	pct	R-pre	R-post	22	19	243	0.3811193587515727	Wilcoxon rank-sum test	34.84848484848485	0	34.84848484848485	1	37.63636363636364	1	2	0.9126903210260962	9.13e-01	BH	two.sided	FALSE
Endo_CCL21	pct	NR-pre	NR-post	16	13	107	0.9126903210260962	Wilcoxon rank-sum test	34.84848484848485	0	34.84848484848485	2	41.81818181818182	3	4	0.9126903210260962	9.13e-01	BH	two.sided	FALSE
Endo_CCL21	pct	R-pre	NR-pre	22	16	196	0.5642359628153524	Wilcoxon rank-sum test	34.84848484848485	0	34.84848484848485	3	46	1	3	0.9126903210260962	9.13e-01	BH	two.sided	FALSE
Endo_CCL21	pct	R-post	NR-post	19	13	127	0.9083593250583301	Wilcoxon rank-sum test	34.84848484848485	0	34.84848484848485	4	50.18181818181819	2	4	0.9126903210260962	9.13e-01	BH	two.sided	FALSE
