patient	mandard_group	sample_type	cellgp	gene	logcpm	response
P40	poor	Treat	Treg	CXCR1	0	NR
P40	poor	Treat	Treg	CCR6	5.309349674249714	NR
P40	poor	Baseline	other CD8	CXCR2	1.1377256178137487	NR
P40	poor	Treat	cytotoxic CD8	CCR4	2.9518518416706065	NR
P40	poor	Baseline	other CD8	CCR2	2.3880074495541406	NR
P40	poor	Treat	other CD8	CXCR3	5.0611982652201615	NR
P40	poor	Treat	NK	CXCR2	1.0014519846717274	NR
P40	poor	Baseline	cytotoxic CD8	CCR5	4.170591292195259	NR
P40	poor	Treat	other CD8	ACKR3	0.7828613764355394	NR
P40	poor	Treat	exhausted CD8	CXCR2	0	NR
P40	poor	Baseline	NK	CCR5	2.9709693277759386	NR
P40	poor	Baseline	exhausted CD8	CXCR4	7.744063649767029	NR
P40	poor	Treat	Treg	CXCR4	6.91086368124398	NR
P40	poor	Baseline	NK	CXCR4	7.830672336430203	NR
P40	poor	Baseline	cytotoxic CD8	CXCR2	0.14485943970261006	NR
P40	poor	Treat	cytotoxic CD8	ACKR3	0.29199101453663745	NR
P40	poor	Treat	exhausted CD8	CCR2	0.9077104383392158	NR
P40	poor	Treat	cytotoxic CD8	CXCR4	7.859463044468694	NR
P40	poor	Baseline	other CD8	CCR5	3.8023512002648645	NR
P40	poor	Treat	other CD8	CXCR1	0	NR
P40	poor	Baseline	exhausted CD8	CCR4	3.0706396088004717	NR
P40	poor	Baseline	exhausted CD8	CCR6	3.7072347579298417	NR
P40	poor	Treat	NK	CXCR4	7.768068818261448	NR
P40	poor	Treat	other CD8	CX3CR1	1.2165275927512955	NR
P40	poor	Treat	Treg	ACKR3	1.8059494463680232	NR
P40	poor	Baseline	NK	CXCR1	0	NR
P40	poor	Treat	other CD8	CCR4	3.4985819804548086	NR
P40	poor	Baseline	Treg	CXCR4	7.249084373980231	NR
P40	poor	Treat	NK	CXCR3	5.049861416808517	NR
P40	poor	Treat	NK	CXCR1	1.0014519846717274	NR
P40	poor	Treat	cytotoxic CD8	CXCR3	5.108724202610954	NR
P40	poor	Treat	cytotoxic CD8	CXCR1	0.411206248079024	NR
P40	poor	Treat	cytotoxic CD8	CX3CR1	2.051790206039665	NR
P40	poor	Treat	exhausted CD8	CXCR3	4.304671218900752	NR
P40	poor	Treat	Treg	CXCR3	5.161108534342819	NR
P40	poor	Baseline	cytotoxic CD8	CXCR3	5.2899847159510784	NR
P40	poor	Baseline	cytotoxic CD8	CCR4	3.249771870816528	NR
P40	poor	Treat	other CD8	CCR6	3.929555904815207	NR
P40	poor	Baseline	other CD8	CCR6	5.19553667747895	NR
P40	poor	Treat	cytotoxic CD8	CCR6	3.1944715679213753	NR
P40	poor	Treat	cytotoxic CD8	CCR5	3.59553006950482	NR
P40	poor	Baseline	exhausted CD8	CCR2	0.5455138391497953	NR
P40	poor	Baseline	cytotoxic CD8	CXCR1	0	NR
P40	poor	Treat	other CD8	CCR5	3.9526292652390733	NR
P40	poor	Treat	Treg	CX3CR1	0.9352443641976957	NR
P40	poor	Treat	cytotoxic CD8	CXCR2	0.5177110470189894	NR
P40	poor	Treat	exhausted CD8	CX3CR1	0.17994551739303108	NR
P40	poor	Baseline	NK	CXCR2	0.6552070403216301	NR
P41	good	Treat	Treg	CCR6	5.984406377304604	WR
P41	good	Treat	cytotoxic CD8	CX3CR1	1.630751089112806	WR
P41	good	Baseline	Treg	CCR5	3.923888286011756	WR
P41	good	Baseline	NK	CXCR4	7.602060208434015	WR
P41	good	Baseline	exhausted CD8	CXCR4	6.75428266854374	WR
P41	good	Treat	exhausted CD8	CX3CR1	1.0854516070320945	WR
P41	good	Baseline	NK	CXCR3	4.712369784935852	WR
P41	good	Baseline	cytotoxic CD8	CXCR4	7.772154428724269	WR
P41	good	Treat	Treg	CXCR1	0	WR
P41	good	Baseline	NK	CXCR1	1.0069553012469183	WR
P41	good	Treat	exhausted CD8	CXCR3	4.469054559664312	WR
P41	good	Baseline	cytotoxic CD8	CCR5	4.513601190179836	WR
P41	good	Baseline	NK	ACKR3	1.0069553012469183	WR
P41	good	Treat	cytotoxic CD8	CXCR4	8.247834037892911	WR
P41	good	Baseline	cytotoxic CD8	CXCR3	5.336789127461939	WR
P41	good	Treat	cytotoxic CD8	CXCR3	5.26109884957468	WR
P41	good	Baseline	Treg	CCR4	3.793176357344237	WR
P41	good	Baseline	NK	CCR2	0	WR
P41	good	Treat	exhausted CD8	CCR6	3.199869116053737	WR
P41	good	Baseline	Treg	CCR2	0.8351582806195298	WR
P41	good	Baseline	exhausted CD8	CX3CR1	0.12169939250269701	WR
P41	good	Treat	exhausted CD8	ACKR3	0	WR
P41	good	Treat	Treg	CCR5	0.8073524858765913	WR
P41	good	Baseline	cytotoxic CD8	CCR4	2.747713752001219	WR
P41	good	Treat	Treg	CXCR3	3.6113764616239736	WR
P41	good	Baseline	other CD8	CXCR1	0.48881256672678935	WR
P41	good	Baseline	cytotoxic CD8	CXCR1	0	WR
P41	good	Baseline	exhausted CD8	ACKR3	0.9867078241069391	WR
P41	good	Treat	cytotoxic CD8	ACKR3	0	WR
P41	good	Baseline	cytotoxic CD8	CXCR2	0.4198119317937782	WR
P41	good	Baseline	other CD8	CXCR4	7.430116122048057	WR
P41	good	Treat	exhausted CD8	CCR5	3.7418586679624712	WR
P41	good	Baseline	cytotoxic CD8	CCR2	1.2082254713419194	WR
P41	good	Baseline	NK	CXCR2	1.0069553012469183	WR
P41	good	Baseline	NK	CCR5	3.1230553250082322	WR
P41	good	Treat	exhausted CD8	CXCR4	8.124878441250125	WR
P41	good	Treat	Treg	CXCR2	0	WR
P41	good	Treat	NK	CCR6	2.013924313829291	WR
P41	good	Baseline	other CD8	CCR5	4.410600782106595	WR
P41	good	Treat	NK	CCR2	1.4460554679182596	WR
P41	good	Treat	exhausted CD8	CXCR1	0	WR
P41	good	Treat	cytotoxic CD8	CXCR2	0	WR
P41	good	Treat	exhausted CD8	CXCR2	0	WR
P41	good	Treat	cytotoxic CD8	CCR5	3.508713516476179	WR
P41	good	Baseline	exhausted CD8	CCR2	1.2409437574376838	WR
P41	good	Treat	cytotoxic CD8	CCR4	3.131476794165737	WR
P41	good	Baseline	NK	CCR6	1.8264446883197083	WR
P41	good	Baseline	other CD8	CX3CR1	0.48881256672678935	WR
P41	good	Treat	Treg	CX3CR1	0.8073524858765913	WR
P41	good	Treat	NK	CCR5	1.4460554679182596	WR
P41	good	Baseline	other CD8	CCR6	3.915408669349522	WR
P41	good	Treat	NK	CCR4	2.013924313829291	WR
P41	good	Baseline	other CD8	CCR4	2.5631942003890535	WR
P41	good	Baseline	NK	CX3CR1	2.862424564615565	WR
P41	good	Baseline	exhausted CD8	CXCR3	4.442534033542021	WR
P41	good	Baseline	other CD8	ACKR3	2.1476315027519726	WR
P41	good	Treat	Treg	CXCR4	7.215026096879543	WR
P41	good	Baseline	cytotoxic CD8	CCR6	2.7966361769806714	WR
P41	good	Treat	cytotoxic CD8	CCR2	1.630751089112806	WR
P41	good	Treat	exhausted CD8	CCR4	2.1796382286762963	WR
P41	good	Baseline	NK	CCR4	0	WR
P41	good	Treat	cytotoxic CD8	CCR6	3.739503560171124	WR
P41	good	Treat	Treg	CCR4	5.082729072128401	WR
P41	good	Treat	Treg	CCR2	0	WR
P41	good	Baseline	other CD8	CCR2	0.8157002470104252	WR
P41	good	Baseline	Treg	CX3CR1	1.449960754733714	WR
P41	good	Treat	NK	CXCR1	0	WR
P41	good	Baseline	Treg	CXCR4	5.991610646316678	WR
P41	good	Treat	exhausted CD8	CCR2	1.5936241816589516	WR
P41	good	Treat	NK	CXCR4	7.979151257478483	WR
P41	good	Treat	NK	CXCR3	4.084865941937326	WR
P41	good	Baseline	cytotoxic CD8	CX3CR1	2.0176913793754747	WR
P41	good	Baseline	exhausted CD8	CXCR1	0.23018198773208925	WR
P41	good	Baseline	Treg	ACKR3	2.5951949591475394	WR
P41	good	Baseline	Treg	CXCR2	0.28238913036906144	WR
P41	good	Treat	Treg	ACKR3	1.248160674024338	WR
P41	good	Baseline	other CD8	CXCR2	1.2588916964892611	WR
P41	good	Baseline	exhausted CD8	CCR6	2.125445541813938	WR
P41	good	Baseline	exhausted CD8	CCR4	0.9372591433820111	WR
P41	good	Baseline	exhausted CD8	CXCR2	0	WR
P41	good	Treat	NK	CXCR2	2.3738815032978544	WR
P41	good	Treat	NK	ACKR3	0	WR
P41	good	Treat	cytotoxic CD8	CXCR1	0.3759760006205735	WR
P41	good	Baseline	Treg	CCR6	5.344734845780976	WR
P41	good	Baseline	Treg	CXCR1	0	WR
P41	good	Baseline	cytotoxic CD8	ACKR3	1.127103012565372	WR
P41	good	Baseline	exhausted CD8	CCR5	4.408460617363474	WR
P41	good	Baseline	other CD8	CXCR3	5.116733763021085	WR
P41	good	Treat	NK	CX3CR1	2.846748286547681	WR
P41	good	Baseline	Treg	CXCR3	5.204520677115139	WR
P42	good	Treat	NK	CX3CR1	3.769454142798336	WR
P42	good	Treat	NK	CCR6	0	WR
P42	good	Treat	cytotoxic CD8	CCR4	2.0768489268317905	WR
P42	good	Treat	NK	CCR2	1.2939801759368295	WR
P42	good	Treat	cytotoxic CD8	CXCR1	0.6578160519812853	WR
P42	good	Treat	cytotoxic CD8	CX3CR1	1.552292969893774	WR
P42	good	Treat	cytotoxic CD8	ACKR3	0.38205026074875587	WR
P42	good	Treat	cytotoxic CD8	CCR5	2.822551698857944	WR
P42	good	Treat	cytotoxic CD8	CXCR2	1.051221166878533	WR
P42	good	Treat	NK	CXCR3	4.167201327591177	WR
P42	good	Treat	NK	CCR5	2.190739538813586	WR
P42	good	Treat	NK	CXCR2	2.45006482810735	WR
P42	good	Treat	NK	ACKR3	1.2939801759368295	WR
P42	good	Treat	NK	CXCR1	2.45006482810735	WR
P42	good	Treat	cytotoxic CD8	CCR2	2.5362446164238484	WR
P42	good	Treat	NK	CCR4	3.769454142798336	WR
P42	good	Treat	cytotoxic CD8	CCR6	3.1092012866684526	WR
P42	good	Treat	NK	CXCR4	7.829337386449653	WR
P42	good	Treat	cytotoxic CD8	CXCR4	8.08457521897325	WR
P42	good	Treat	cytotoxic CD8	CXCR3	4.89140982276305	WR
P43	good	Baseline	Treg	CCR5	3.510545712802545	WR
P43	good	Baseline	Treg	CCR4	5.112095197996261	WR
P43	good	Baseline	exhausted CD8	CXCR4	7.273070857423627	WR
P43	good	Baseline	other CD8	CXCR4	7.414071659449696	WR
P43	good	Treat	cytotoxic CD8	CXCR4	8.298961994159118	WR
P43	good	Treat	cytotoxic CD8	CXCR2	0	WR
P43	good	Baseline	exhausted CD8	ACKR3	0	WR
P43	good	Baseline	cytotoxic CD8	CCR2	1.1589980557886685	WR
P43	good	Baseline	cytotoxic CD8	CCR5	4.210974181473284	WR
P43	good	Treat	cytotoxic CD8	ACKR3	0	WR
P43	good	Baseline	cytotoxic CD8	CCR4	2.357734233510551	WR
P43	good	Baseline	NK	ACKR3	0	WR
P43	good	Baseline	other CD8	CXCR3	4.892555869940692	WR
P43	good	Baseline	NK	CXCR4	7.477835864248313	WR
P43	good	Treat	cytotoxic CD8	CCR4	0.6251531182491858	WR
P43	good	Baseline	NK	CX3CR1	2.800547338928622	WR
P43	good	Baseline	Treg	CXCR2	0.5494659678720692	WR
P43	good	Baseline	exhausted CD8	CCR5	3.9726790668629826	WR
P43	good	Baseline	cytotoxic CD8	CCR6	2.8406677390707338	WR
P43	good	Baseline	NK	CCR6	2.3758541436902667	WR
P43	good	Treat	cytotoxic CD8	CXCR3	4.569942147406324	WR
P43	good	Treat	cytotoxic CD8	CCR6	2.356490955420629	WR
P43	good	Treat	cytotoxic CD8	CCR5	3.2652794946577424	WR
P43	good	Treat	cytotoxic CD8	CCR2	1.2824871178575215	WR
P43	good	Baseline	Treg	CCR6	5.626972891135676	WR
P43	good	Baseline	Treg	CXCR3	4.774208354306633	WR
P43	good	Baseline	Treg	CXCR1	0	WR
P43	good	Baseline	other CD8	CCR4	4.654311604089963	WR
P43	good	Baseline	cytotoxic CD8	CXCR4	7.634608707557777	WR
P43	good	Treat	cytotoxic CD8	CX3CR1	0	WR
P43	good	Treat	cytotoxic CD8	CXCR1	0	WR
P43	good	Baseline	cytotoxic CD8	CXCR2	0.9707993927749963	WR
P43	good	Baseline	NK	CCR2	0	WR
P43	good	Baseline	NK	CCR4	1.7715737701870156	WR
P43	good	Baseline	other CD8	CCR2	1.2722327821144217	WR
P43	good	Baseline	exhausted CD8	CCR4	2.7209082991986198	WR
P43	good	Baseline	other CD8	CX3CR1	0	WR
P43	good	Baseline	cytotoxic CD8	CXCR3	5.373303027428284	WR
P43	good	Baseline	Treg	CX3CR1	0.6812956627297909	WR
P43	good	Baseline	NK	CXCR1	0.9657283066841098	WR
P43	good	Baseline	cytotoxic CD8	CX3CR1	1.8235010833951613	WR
P43	good	Baseline	cytotoxic CD8	ACKR3	0	WR
P43	good	Baseline	exhausted CD8	CX3CR1	0.7991413361577977	WR
P43	good	Baseline	exhausted CD8	CXCR2	0.398408470418185	WR
P43	good	Baseline	NK	CXCR3	4.998673032600237	WR
P43	good	Baseline	cytotoxic CD8	CXCR1	0.43611372754135075	WR
P43	good	Baseline	NK	CXCR2	0.9657283066841098	WR
P43	good	Baseline	Treg	CCR2	1.9604792784056573	WR
P43	good	Baseline	exhausted CD8	CCR2	1.4306556773272185	WR
P43	good	Baseline	NK	CCR5	2.7498509183442006	WR
P43	good	Baseline	exhausted CD8	CXCR3	4.637594115755944	WR
P43	good	Baseline	other CD8	CXCR2	1.2722327821144217	WR
P43	good	Baseline	other CD8	CXCR1	0	WR
P43	good	Baseline	Treg	CXCR4	6.571626722712406	WR
P43	good	Baseline	other CD8	CCR5	4.00633365150483	WR
P43	good	Baseline	exhausted CD8	CXCR1	0.21891554703670332	WR
P43	good	Baseline	exhausted CD8	CCR6	3.338065969973361	WR
P43	good	Baseline	Treg	ACKR3	1.3043251757965	WR
P43	good	Baseline	other CD8	ACKR3	0	WR
P43	good	Baseline	other CD8	CCR6	4.271686120686126	WR
P44	good	Treat	Treg	CXCR2	0	WR
P44	good	Treat	Treg	CXCR4	7.132453084148101	WR
P44	good	Treat	Treg	CCR5	2.48267047298099	WR
P44	good	Treat	NK	CCR5	2.8980393986064072	WR
P44	good	Treat	Treg	CCR6	5.983631808418284	WR
P44	good	Treat	Treg	ACKR3	0.9888658646229971	WR
P44	good	Treat	Treg	CXCR3	3.9444034415354157	WR
P44	good	Treat	NK	CCR4	1.2378999165951357	WR
P44	good	Treat	Treg	CXCR1	0	WR
P44	good	Baseline	Treg	CXCR3	4.936019221684502	WR
P44	good	Baseline	Treg	CXCR4	5.718614181469659	WR
P44	good	Treat	NK	CX3CR1	3.413796611579993	WR
P44	good	Baseline	Treg	ACKR3	2.336551216680344	WR
P44	good	Treat	NK	CXCR1	1.7743976218824062	WR
P44	good	Treat	Treg	CX3CR1	1.2619424131648012	WR
P44	good	Baseline	exhausted CD8	CCR4	1.003918152627939	WR
P44	good	Treat	Treg	CCR4	4.407119544670138	WR
P44	good	Treat	NK	CCR2	1.2378999165951357	WR
P44	good	Treat	cytotoxic CD8	CXCR2	0	WR
P44	good	Baseline	NK	CXCR2	1.176353757709275	WR
P44	good	Baseline	other CD8	CCR5	3.9259454846972894	WR
P44	good	Treat	NK	CXCR3	4.20627089692225	WR
P44	good	Baseline	Treg	CX3CR1	1.5963416319534394	WR
P44	good	Baseline	cytotoxic CD8	ACKR3	0.4054812754282606	WR
P44	good	Baseline	NK	CXCR4	7.315547553237641	WR
P44	good	Treat	NK	ACKR3	0	WR
P44	good	Baseline	other CD8	CXCR2	0	WR
P44	good	Treat	other CD8	CX3CR1	1.4493776068576516	WR
P44	good	Baseline	other CD8	CCR4	3.4984800511260343	WR
P44	good	Baseline	Treg	CXCR1	0	WR
P44	good	Baseline	exhausted CD8	CCR2	0.79311348331436	WR
P44	good	Treat	exhausted CD8	CCR2	0	WR
P44	good	Treat	exhausted CD8	CXCR3	3.7593158836459097	WR
P44	good	Treat	NK	CXCR2	1.7743976218824062	WR
P44	good	Treat	NK	CXCR4	8.025845514780512	WR
P44	good	Baseline	NK	CCR6	2.04479687604218	WR
P44	good	Treat	cytotoxic CD8	CXCR1	0.24654917322915945	WR
P44	good	Baseline	Treg	CCR6	5.49911204646911	WR
P44	good	Treat	other CD8	ACKR3	0	WR
P44	good	Baseline	Treg	CXCR2	0	WR
P44	good	Baseline	Treg	CCR5	3.9635932988274507	WR
P44	good	Treat	NK	CCR6	3.563233916084788	WR
P44	good	Treat	exhausted CD8	CXCR1	0	WR
P44	good	Baseline	exhausted CD8	ACKR3	0.6229804143234382	WR
P44	good	Baseline	other CD8	CX3CR1	0.956763668318494	WR
P44	good	Treat	cytotoxic CD8	CX3CR1	1.7497624383116004	WR
P44	good	Treat	cytotoxic CD8	ACKR3	0.7506650592565705	WR
P44	good	Baseline	NK	CXCR1	0	WR
P44	good	Treat	Treg	CCR2	1.6525855102207272	WR
P44	good	Baseline	NK	CCR5	2.2995924488416737	WR
P44	good	Baseline	other CD8	CCR2	1.7595415786526953	WR
P44	good	Treat	other CD8	CXCR2	1.4493776068576516	WR
P44	good	Baseline	Treg	CCR4	4.3720652099795885	WR
P44	good	Treat	other CD8	CXCR4	7.451545901161212	WR
P44	good	Baseline	cytotoxic CD8	CCR2	1.7047877751938898	WR
P44	good	Baseline	exhausted CD8	CCR5	4.233350671418597	WR
P44	good	Treat	other CD8	CCR4	2.6420420159945355	WR
P44	good	Baseline	exhausted CD8	CX3CR1	0.29698170118621614	WR
P44	good	Baseline	other CD8	ACKR3	2.199032841379797	WR
P44	good	Treat	cytotoxic CD8	CXCR4	8.163930595331943	WR
P44	good	Baseline	other CD8	CXCR4	7.0225803585104325	WR
P44	good	Baseline	NK	CCR4	0	WR
P44	good	Treat	cytotoxic CD8	CXCR3	4.786081533330442	WR
P44	good	Treat	other CD8	CXCR3	4.192820032497681	WR
P44	good	Treat	cytotoxic CD8	CCR6	3.4403228086896904	WR
P44	good	Baseline	Treg	CCR2	1.374021642191395	WR
P44	good	Baseline	exhausted CD8	CXCR4	6.808775800590798	WR
P44	good	Baseline	cytotoxic CD8	CXCR4	7.373108858167222	WR
P44	good	Baseline	NK	ACKR3	0	WR
P44	good	Baseline	exhausted CD8	CXCR3	4.513617957981464	WR
P44	good	Baseline	cytotoxic CD8	CX3CR1	1.7917998870382144	WR
P44	good	Treat	exhausted CD8	ACKR3	0	WR
P44	good	Treat	exhausted CD8	CX3CR1	0.837234730974252	WR
P44	good	Baseline	other CD8	CXCR3	4.874157725075631	WR
P44	good	Treat	exhausted CD8	CCR4	1.2864576981169324	WR
P44	good	Treat	exhausted CD8	CXCR2	0	WR
P44	good	Baseline	other CD8	CXCR1	0	WR
P44	good	Treat	other CD8	CCR5	3.0234822585802617	WR
P44	good	Treat	cytotoxic CD8	CCR5	3.4668550739822637	WR
P44	good	Treat	cytotoxic CD8	CCR2	1.533598949110438	WR
P44	good	Treat	other CD8	CCR2	0	WR
P44	good	Treat	other CD8	CXCR1	0	WR
P44	good	Baseline	exhausted CD8	CXCR2	0.15947533843112763	WR
P44	good	Baseline	NK	CX3CR1	3.1538164527443677	WR
P44	good	Baseline	other CD8	CCR6	4.29246567245753	WR
P44	good	Baseline	exhausted CD8	CXCR1	0.15947533843112763	WR
P44	good	Treat	cytotoxic CD8	CCR4	2.545004729962492	WR
P44	good	Treat	other CD8	CCR6	4.55968523485269	WR
P44	good	Baseline	exhausted CD8	CCR6	2.266415469937568	WR
P44	good	Baseline	NK	CCR2	0	WR
P44	good	Treat	exhausted CD8	CCR5	3.438150149410586	WR
P44	good	Treat	exhausted CD8	CCR6	2.440585796300757	WR
P44	good	Baseline	cytotoxic CD8	CXCR3	5.225794914136642	WR
P44	good	Baseline	NK	CXCR3	4.9419054847785775	WR
P44	good	Baseline	cytotoxic CD8	CXCR2	0.4054812754282606	WR
P44	good	Treat	exhausted CD8	CXCR4	7.642602299659028	WR
P44	good	Baseline	cytotoxic CD8	CCR6	2.4423913191451696	WR
P44	good	Baseline	cytotoxic CD8	CCR4	1.7047877751938898	WR
P44	good	Baseline	cytotoxic CD8	CCR5	3.9608607469637906	WR
P44	good	Baseline	cytotoxic CD8	CXCR1	0	WR
P45	poor	Treat	exhausted CD8	ACKR3	0	NR
P45	poor	Treat	cytotoxic CD8	CXCR1	0	NR
P45	poor	Treat	cytotoxic CD8	CXCR2	0	NR
P45	poor	Baseline	cytotoxic CD8	CCR2	0.8034297294240543	NR
P45	poor	Treat	cytotoxic CD8	CCR6	3.505206277365427	NR
P45	poor	Treat	NK	CX3CR1	2.252726565428	NR
P45	poor	Treat	cytotoxic CD8	CCR4	3.2987592372285546	NR
P45	poor	Treat	cytotoxic CD8	CCR5	2.8416572924595758	NR
P45	poor	Baseline	other CD8	CXCR3	4.9861407916729235	NR
P45	poor	Baseline	other CD8	CXCR4	7.685466840312443	NR
P45	poor	Baseline	other CD8	ACKR3	0.9896728440568281	NR
P45	poor	Treat	Treg	CCR4	5.120880059260616	NR
P45	poor	Treat	Treg	CCR2	0.9971105012429662	NR
P45	poor	Treat	exhausted CD8	CXCR3	4.365154484085054	NR
P45	poor	Baseline	cytotoxic CD8	CXCR4	7.985721958777157	NR
P45	poor	Treat	cytotoxic CD8	CCR2	1.4419255900651524	NR
P45	poor	Treat	NK	ACKR3	1.233279708071676	NR
P45	poor	Baseline	exhausted CD8	CX3CR1	0.530746866425635	NR
P45	poor	Baseline	NK	CCR5	1.617831806947217	NR
P45	poor	Baseline	cytotoxic CD8	ACKR3	0.6863992790944378	NR
P45	poor	Treat	NK	CXCR4	8.006445488745625	NR
P45	poor	Baseline	Treg	CXCR2	0	NR
P45	poor	Treat	cytotoxic CD8	CXCR3	4.534166744466313	NR
P45	poor	Baseline	Treg	CXCR1	0	NR
P45	poor	Baseline	other CD8	CXCR1	0	NR
P45	poor	Treat	Treg	ACKR3	1.1880217371133235	NR
P45	poor	Treat	Treg	CX3CR1	0.7609424842804494	NR
P45	poor	Treat	exhausted CD8	CXCR4	8.12674218769889	NR
P45	poor	Baseline	cytotoxic CD8	CXCR3	5.310753524588744	NR
P45	poor	Treat	NK	CXCR3	3.975900208589	NR
P45	poor	Baseline	other CD8	CCR5	3.27166986548499	NR
P45	poor	Baseline	cytotoxic CD8	CXCR2	0.22044985236171613	NR
P45	poor	Baseline	NK	CCR4	1.306916702133066	NR
P45	poor	Baseline	Treg	CCR6	5.793673401732137	NR
P45	poor	Baseline	exhausted CD8	CXCR2	0	NR
P45	poor	Baseline	other CD8	CXCR2	0.9896728440568281	NR
P45	poor	Baseline	cytotoxic CD8	CXCR1	0.22044985236171613	NR
P45	poor	Baseline	cytotoxic CD8	CCR6	3.9570074744083814	NR
P45	poor	Baseline	cytotoxic CD8	CCR5	3.3964051387912373	NR
P45	poor	Treat	cytotoxic CD8	CXCR4	8.222177697252958	NR
P45	poor	Treat	exhausted CD8	CXCR1	0	NR
P45	poor	Treat	exhausted CD8	CX3CR1	0.9136838828470227	NR
P45	poor	Treat	cytotoxic CD8	ACKR3	0.556820364849859	NR
P45	poor	Treat	exhausted CD8	CCR4	4.106596772826938	NR
P45	poor	Baseline	exhausted CD8	CXCR4	7.139948149054692	NR
P45	poor	Baseline	exhausted CD8	CXCR3	4.125803568494101	NR
P45	poor	Baseline	Treg	CCR4	4.9877232563000264	NR
P45	poor	Baseline	NK	CX3CR1	2.5746283895457815	NR
P45	poor	Baseline	cytotoxic CD8	CX3CR1	1.1692995752307906	NR
P45	poor	Treat	Treg	CCR5	1.6076410225414888	NR
P45	poor	Baseline	cytotoxic CD8	CCR4	3.3368407034525998	NR
P45	poor	Baseline	NK	CXCR2	0	NR
P45	poor	Treat	Treg	CCR6	5.382913849201243	NR
P45	poor	Treat	cytotoxic CD8	CX3CR1	1.248099579230804	NR
P45	poor	Baseline	other CD8	CX3CR1	0	NR
P45	poor	Treat	exhausted CD8	CCR6	3.721449902354045	NR
P45	poor	Treat	exhausted CD8	CCR5	2.9403197898691573	NR
P45	poor	Baseline	NK	CCR2	0.8533006802317926	NR
P45	poor	Baseline	Treg	CCR5	3.169640687197544	NR
P45	poor	Treat	NK	CCR5	1.9574393568533759	NR
P45	poor	Baseline	NK	CCR6	2.6723415256322856	NR
P45	poor	Baseline	exhausted CD8	CXCR1	0	NR
P45	poor	Treat	Treg	CXCR4	7.892551556241017	NR
P45	poor	Baseline	NK	CXCR1	0	NR
P45	poor	Treat	Treg	CXCR2	0	NR
P45	poor	Baseline	NK	CXCR3	5.396456595283122	NR
P45	poor	Treat	NK	CXCR1	0	NR
P45	poor	Treat	exhausted CD8	CXCR2	0	NR
P45	poor	Treat	exhausted CD8	CCR2	0	NR
P45	poor	Baseline	NK	CXCR4	7.771654169959726	NR
P45	poor	Baseline	exhausted CD8	CCR2	0	NR
P45	poor	Baseline	exhausted CD8	ACKR3	0.530746866425635	NR
P45	poor	Baseline	other CD8	CCR6	5.1360067465312955	NR
P45	poor	Treat	NK	CXCR2	1.7689917713061591	NR
P45	poor	Baseline	Treg	ACKR3	1.2783715871181607	NR
P45	poor	Baseline	other CD8	CCR2	0	NR
P45	poor	Baseline	Treg	CCR2	0.8309044360178843	NR
P45	poor	Treat	Treg	CXCR3	4.03076885595784	NR
P45	poor	Treat	NK	CCR4	3.278687700603966	NR
P45	poor	Baseline	other CD8	CCR4	4.276594933790472	NR
P45	poor	Baseline	exhausted CD8	CCR4	3.058981592977172	NR
P45	poor	Treat	NK	CCR6	3.591012860026601	NR
P45	poor	Treat	Treg	CXCR1	0	NR
P45	poor	Baseline	Treg	CXCR4	6.912673390128992	NR
P45	poor	Baseline	NK	ACKR3	0	NR
P45	poor	Baseline	exhausted CD8	CCR6	3.883905646442928	NR
P45	poor	Baseline	Treg	CX3CR1	1.7787580807124754	NR
P45	poor	Baseline	exhausted CD8	CCR5	3.824565844370726	NR
P45	poor	Treat	NK	CCR2	0.7958094922558094	NR
P45	poor	Baseline	Treg	CXCR3	4.359339629500033	NR
P46	good	Baseline	other CD8	CX3CR1	0	WR
P46	good	Treat	other CD8	CXCR2	0	WR
P46	good	Baseline	exhausted CD8	ACKR3	1.6996646315234831	WR
P46	good	Treat	other CD8	CCR6	0	WR
P46	good	Baseline	exhausted CD8	CX3CR1	0	WR
P46	good	Baseline	other CD8	CXCR4	7.380149687840834	WR
P46	good	Treat	other CD8	CXCR1	2.064002621504825	WR
P46	good	Baseline	exhausted CD8	CXCR4	6.646654439162217	WR
P46	good	Baseline	other CD8	ACKR3	2.7771803337351377	WR
P46	good	Treat	cytotoxic CD8	CXCR1	2.3127987354343817	WR
P46	good	Treat	cytotoxic CD8	CXCR2	2.9551873028666673	WR
P46	good	Treat	cytotoxic CD8	CCR6	1.3948129577279733	WR
P46	good	Baseline	NK	CXCR4	7.527514212523545	WR
P46	good	Baseline	NK	ACKR3	1.529046233972347	WR
P46	good	Baseline	other CD8	CXCR2	1.7958419415604097	WR
P46	good	Treat	other CD8	CXCR3	0	WR
P46	good	Treat	other CD8	CCR5	0	WR
P46	good	Baseline	other CD8	CCR6	3.2628056063662787	WR
P46	good	Baseline	other CD8	CXCR3	5.116855330825403	WR
P46	good	Baseline	other CD8	CCR5	4.030161425400054	WR
P46	good	Baseline	other CD8	CXCR1	0	WR
P46	good	Baseline	exhausted CD8	CXCR3	4.906484101015644	WR
P46	good	Baseline	NK	CXCR3	3.398199361949307	WR
P46	good	Baseline	exhausted CD8	CCR6	3.475215311242376	WR
P46	good	Treat	NK	CCR4	0	WR
P46	good	Treat	cytotoxic CD8	CCR5	3.101871764437058	WR
P46	good	Treat	other CD8	CCR2	0	WR
P46	good	Baseline	exhausted CD8	CXCR2	1.6996646315234831	WR
