patient	mandard_group	sample_type	cellgp	gene	logcpm	response
P13	poor	Baseline	NK	CCR4	0.9488631807588124	NR
P13	poor	Baseline	exhausted CD8	CXCR2	0.24571377342965695	NR
P13	poor	Baseline	other CD8	CX3CR1	1.4092482842593206	NR
P13	poor	Baseline	Treg	CCR4	4.393527632602982	NR
P13	poor	Baseline	NK	ACKR3	0.720364033847643	NR
P13	poor	Baseline	NK	CCR5	2.9686524795810625	NR
P13	poor	Baseline	Treg	CCR5	3.7885184299478047	NR
P13	poor	Baseline	other CD8	CCR4	3.3065005220874863	NR
P13	poor	Baseline	exhausted CD8	CCR6	3.342730698767647	NR
P13	poor	Baseline	exhausted CD8	CXCR3	4.805348878633134	NR
P13	poor	Baseline	other CD8	CCR6	3.6269788162545558	NR
P13	poor	Treat	NK	CXCR4	7.565535858087931	NR
P13	poor	Baseline	cytotoxic CD8	CXCR2	0.5556469227822896	NR
P13	poor	Baseline	NK	CXCR4	7.641756529115787	NR
P13	poor	Treat	cytotoxic CD8	CXCR1	0	NR
P13	poor	Baseline	other CD8	ACKR3	0.9346958275670338	NR
P13	poor	Baseline	cytotoxic CD8	CX3CR1	1.6119484690716606	NR
P13	poor	Baseline	cytotoxic CD8	CXCR1	0.5556469227822896	NR
P13	poor	Baseline	Treg	CCR2	1.4150925876157814	NR
P13	poor	Baseline	cytotoxic CD8	CXCR3	5.2162426782989835	NR
P13	poor	Baseline	other CD8	CCR2	1.9721006126571068	NR
P13	poor	Treat	cytotoxic CD8	CCR2	1.226041211130267	NR
P13	poor	Baseline	NK	CXCR1	1.1347392660330429	NR
P13	poor	Baseline	exhausted CD8	CX3CR1	0.24571377342965695	NR
P13	poor	Treat	cytotoxic CD8	CCR4	1.226041211130267	NR
P13	poor	Baseline	other CD8	CXCR4	7.181951549855203	NR
P13	poor	Baseline	exhausted CD8	CCR4	2.584410834487707	NR
P13	poor	Baseline	exhausted CD8	CCR2	1.3672650707670748	NR
P13	poor	Baseline	NK	CCR6	2.1876072818381345	NR
P13	poor	Treat	NK	CXCR3	3.5857905874046976	NR
P13	poor	Baseline	other CD8	CXCR2	2.3300672454110476	NR
P13	poor	Treat	cytotoxic CD8	CXCR2	1.7605138303567924	NR
P13	poor	Baseline	NK	CXCR3	4.969653958179927	NR
P13	poor	Baseline	exhausted CD8	CCR5	3.969282176960694	NR
P13	poor	Treat	cytotoxic CD8	CX3CR1	1.9486607855514566	NR
P13	poor	Treat	NK	CX3CR1	4.485312659048488	NR
P13	poor	Baseline	cytotoxic CD8	CCR6	2.8361662865606974	NR
P13	poor	Baseline	Treg	CX3CR1	1.811654940528313	NR
P13	poor	Baseline	Treg	CCR6	5.448098961657856	NR
P13	poor	Baseline	NK	CXCR2	1.7489068614672383	NR
P13	poor	Baseline	exhausted CD8	ACKR3	0.8124406611349606	NR
P13	poor	Treat	cytotoxic CD8	CXCR3	4.387691915152188	NR
P13	poor	Treat	cytotoxic CD8	CCR6	3.676892854733494	NR
P13	poor	Baseline	Treg	ACKR3	1.4677593693049988	NR
P13	poor	Baseline	NK	CX3CR1	3.021441576713107	NR
P13	poor	Baseline	exhausted CD8	CXCR1	0.24571377342965695	NR
P13	poor	Baseline	other CD8	CXCR3	5.136253080685734	NR
P13	poor	Baseline	cytotoxic CD8	CCR5	4.106646702199717	NR
P13	poor	Treat	NK	CCR4	1.6836607711199583	NR
P13	poor	Baseline	cytotoxic CD8	CXCR4	8.028519338633293	NR
P13	poor	Baseline	cytotoxic CD8	ACKR3	0.4665317345233763	NR
P13	poor	Baseline	Treg	CXCR1	0.20100705819474557	NR
P13	poor	Treat	cytotoxic CD8	CCR5	2.81241805411413	NR
P13	poor	Baseline	cytotoxic CD8	CCR4	2.9894090020956923	NR
P13	poor	Treat	cytotoxic CD8	CXCR4	8.071547637619904	NR
P13	poor	Treat	cytotoxic CD8	ACKR3	0	NR
P13	poor	Baseline	Treg	CXCR4	6.749302534718627	NR
P13	poor	Baseline	Treg	CXCR3	5.435562534995733	NR
P13	poor	Treat	NK	CXCR2	3.803375769961771	NR
P13	poor	Baseline	cytotoxic CD8	CCR2	1.5187968878470903	NR
P13	poor	Treat	NK	CCR5	0	NR
P13	poor	Treat	NK	CXCR1	2.2793643748232633	NR
P13	poor	Baseline	other CD8	CXCR1	1.8172316063370757	NR
P13	poor	Treat	NK	ACKR3	1.6836607711199583	NR
P13	poor	Treat	NK	CCR2	0	NR
P13	poor	Baseline	Treg	CXCR2	0.20100705819474557	NR
P13	poor	Treat	NK	CCR6	0	NR
P14	good	Baseline	NK	CXCR3	5.235379492121223	WR
P14	good	Baseline	NK	CXCR1	0.9648336160497211	WR
P14	good	Baseline	NK	CCR6	3.535121881314531	WR
P14	good	Baseline	NK	ACKR3	0	WR
P14	good	Baseline	NK	CCR4	1.7703745856597406	WR
P14	good	Baseline	Treg	CX3CR1	1.10966492783359	WR
P14	good	Baseline	NK	CCR5	1.8999003754046944	WR
P14	good	Baseline	NK	CXCR2	1.621539872547935	WR
P14	good	Baseline	NK	CCR2	0.5945280490312428	WR
P14	good	Baseline	NK	CX3CR1	3.096326767356798	WR
P14	good	Baseline	NK	CXCR4	7.762435967028841	WR
P14	good	Baseline	exhausted CD8	CXCR2	0.7542365948827756	WR
P14	good	Baseline	cytotoxic CD8	CXCR4	8.28362824043104	WR
P14	good	Baseline	Treg	CCR6	6.3274315687728855	WR
P14	good	Baseline	Treg	ACKR3	1.4262302484965825	WR
P14	good	Baseline	cytotoxic CD8	CCR4	2.8339761368055703	WR
P14	good	Baseline	exhausted CD8	CXCR1	0	WR
P14	good	Baseline	exhausted CD8	CCR6	3.64172498166674	WR
P14	good	Baseline	Treg	CXCR2	0.20369718698696204	WR
P14	good	Baseline	cytotoxic CD8	CX3CR1	2.249765028893218	WR
P14	good	Baseline	Treg	CXCR4	7.142160881632287	WR
P14	good	Baseline	Treg	CXCR1	0	WR
P14	good	Baseline	other CD8	CXCR3	5.089055379354227	WR
P14	good	Baseline	Treg	CCR5	2.9601090607439686	WR
P14	good	Baseline	exhausted CD8	CXCR3	4.633776167303401	WR
P14	good	Baseline	exhausted CD8	CXCR4	7.560501934923189	WR
P14	good	Baseline	cytotoxic CD8	CXCR3	5.235473470643626	WR
P14	good	Baseline	cytotoxic CD8	CCR6	4.008439660256996	WR
P14	good	Baseline	cytotoxic CD8	CXCR2	0.24194648248267173	WR
P14	good	Baseline	cytotoxic CD8	CCR2	1.8887929358838151	WR
P14	good	Baseline	other CD8	CX3CR1	0	WR
P14	good	Baseline	Treg	CXCR3	4.458991808903456	WR
P14	good	Baseline	Treg	CCR2	0.6438032914465475	WR
P14	good	Baseline	cytotoxic CD8	ACKR3	0.8027936974616934	WR
P14	good	Baseline	cytotoxic CD8	CCR5	3.505547513208675	WR
P14	good	Baseline	other CD8	CXCR2	2.1197354203999694	WR
P14	good	Baseline	other CD8	CXCR1	0	WR
P14	good	Baseline	other CD8	CCR5	2.4843565231090654	WR
P14	good	Baseline	Treg	CCR4	4.8121885028668565	WR
P14	good	Baseline	other CD8	CXCR4	7.632447050334643	WR
P14	good	Baseline	other CD8	CCR2	2.1197354203999694	WR
P14	good	Baseline	exhausted CD8	CCR4	2.551230536623842	WR
P14	good	Baseline	other CD8	ACKR3	0	WR
P14	good	Baseline	exhausted CD8	CCR2	0.9891626351548892	WR
P14	good	Baseline	exhausted CD8	ACKR3	1.3389327444204775	WR
P14	good	Baseline	exhausted CD8	CCR5	3.792124764497141	WR
P14	good	Baseline	other CD8	CCR6	4.889753488790662	WR
P14	good	Baseline	exhausted CD8	CX3CR1	0	WR
P14	good	Baseline	cytotoxic CD8	CXCR1	0	WR
P14	good	Baseline	other CD8	CCR4	3.411666855656323	WR
P15	good	Baseline	NK	CXCR2	1.605076750421678	WR
P15	good	Baseline	Treg	CX3CR1	1.1232861667915943	WR
P15	good	Baseline	Treg	ACKR3	0.9923921958845973	WR
P15	good	Treat	NK	CX3CR1	3.857656342449832	WR
P15	good	Treat	exhausted CD8	CXCR2	0	WR
P15	good	Baseline	exhausted CD8	CCR5	3.571978483128135	WR
P15	good	Treat	exhausted CD8	ACKR3	0	WR
P15	good	Baseline	cytotoxic CD8	CCR5	3.464506625255514	WR
P15	good	Baseline	NK	CCR4	2.8280805869609886	WR
P15	good	Treat	NK	CXCR1	0	WR
P15	good	Baseline	Treg	CXCR2	0.32009765411871005	WR
P15	good	Baseline	Treg	CXCR1	0.32009765411871005	WR
P15	good	Treat	NK	ACKR3	0	WR
P15	good	Baseline	Treg	CCR6	5.659359517815618	WR
P15	good	Treat	NK	CXCR2	0	WR
P15	good	Baseline	cytotoxic CD8	CXCR1	0	WR
P15	good	Treat	NK	CCR6	2.031043283739473	WR
P15	good	Treat	NK	CCR2	0	WR
P15	good	Baseline	other CD8	CCR4	3.9079896371093192	WR
P15	good	Baseline	Treg	CXCR4	6.677802534386778	WR
P15	good	Treat	exhausted CD8	CXCR1	0	WR
P15	good	Baseline	Treg	CXCR3	4.614867980716007	WR
P15	good	Treat	NK	CXCR4	7.737277724957245	WR
P15	good	Baseline	cytotoxic CD8	CXCR2	0.5660682833975376	WR
P15	good	Baseline	NK	CXCR4	7.871944829582334	WR
P15	good	Treat	cytotoxic CD8	CXCR2	0.307056361971466	WR
P15	good	Baseline	exhausted CD8	CXCR3	4.488207359466384	WR
P15	good	Baseline	Treg	CCR4	4.603596050811032	WR
P15	good	Treat	cytotoxic CD8	ACKR3	0	WR
P15	good	Baseline	cytotoxic CD8	CCR6	2.87634181185819	WR
P15	good	Treat	NK	CXCR3	4.207975903577144	WR
P15	good	Baseline	exhausted CD8	CXCR2	0.6173445574093397	WR
P15	good	Treat	exhausted CD8	CCR6	1.8199722335885262	WR
P15	good	Treat	exhausted CD8	CX3CR1	0	WR
P15	good	Baseline	NK	CXCR3	4.933843359548958	WR
P15	good	Baseline	exhausted CD8	CCR4	3.747594446633994	WR
P15	good	Baseline	Treg	CCR5	3.0352543012972655	WR
P15	good	Treat	NK	CCR5	3.0381259508626535	WR
P15	good	Baseline	cytotoxic CD8	CX3CR1	1.2634941126818031	WR
P15	good	Baseline	cytotoxic CD8	CCR2	1.0211669660437357	WR
P15	good	Baseline	NK	CCR2	0	WR
P15	good	Treat	cytotoxic CD8	CX3CR1	2.2264170194300412	WR
P15	good	Baseline	exhausted CD8	CCR6	4.292687880692625	WR
P15	good	Treat	exhausted CD8	CXCR3	4.696886905403389	WR
P15	good	Baseline	other CD8	CXCR1	0	WR
P15	good	Baseline	other CD8	CXCR3	4.743746394282189	WR
P15	good	Baseline	NK	CXCR1	0	WR
P15	good	Treat	cytotoxic CD8	CCR6	0.731527519593897	WR
P15	good	Baseline	other CD8	CXCR4	7.297484477374424	WR
P15	good	Baseline	other CD8	CCR2	0	WR
P15	good	Baseline	exhausted CD8	ACKR3	0	WR
P15	good	Baseline	Treg	CCR2	0.4484565107367567	WR
P15	good	Baseline	cytotoxic CD8	ACKR3	0	WR
P15	good	Baseline	exhausted CD8	CXCR4	7.3714036701610555	WR
P15	good	Baseline	exhausted CD8	CXCR1	0	WR
P15	good	Treat	cytotoxic CD8	CXCR3	4.892344665251831	WR
P15	good	Treat	exhausted CD8	CXCR4	7.641374337001866	WR
P15	good	Baseline	exhausted CD8	CX3CR1	0	WR
P15	good	Baseline	exhausted CD8	CCR2	0.35557374751811655	WR
P15	good	Treat	cytotoxic CD8	CCR5	3.178167384881629	WR
P15	good	Treat	exhausted CD8	CCR4	1.8199722335885262	WR
P15	good	Baseline	NK	CCR5	2.1923776656199268	WR
P15	good	Treat	cytotoxic CD8	CXCR4	7.573063383140517	WR
P15	good	Baseline	NK	CX3CR1	2.8280805869609886	WR
P15	good	Baseline	other CD8	CXCR2	0	WR
P15	good	Treat	cytotoxic CD8	CXCR1	0	WR
P15	good	Baseline	cytotoxic CD8	CXCR4	8.238949994057762	WR
P15	good	Baseline	other CD8	ACKR3	1.201093487917449	WR
P15	good	Treat	NK	CCR4	0	WR
P15	good	Baseline	NK	CCR6	3.158844229422713	WR
P15	good	Treat	cytotoxic CD8	CCR2	1.149465565127772	WR
P15	good	Treat	cytotoxic CD8	CCR4	1.028578849850077	WR
P15	good	Baseline	other CD8	CCR6	5.039335873583739	WR
P15	good	Baseline	cytotoxic CD8	CCR4	2.6707037322259852	WR
P15	good	Treat	exhausted CD8	CCR2	1.2769937437098282	WR
P15	good	Baseline	other CD8	CX3CR1	1.201093487917449	WR
P15	good	Baseline	NK	ACKR3	0	WR
P15	good	Baseline	other CD8	CCR5	2.975018993531902	WR
P15	good	Baseline	cytotoxic CD8	CXCR3	5.444271928806456	WR
P15	good	Treat	exhausted CD8	CCR5	3.4666767878850164	WR
P16	good	Baseline	other CD8	CXCR4	8.049547497158018	WR
P16	good	Baseline	Treg	CX3CR1	0.6113958818976695	WR
P16	good	Baseline	other CD8	CCR5	4.139322276191313	WR
P16	good	Baseline	other CD8	ACKR3	1.2887081909977247	WR
P16	good	Baseline	other CD8	CX3CR1	0	WR
P16	good	Baseline	other CD8	CCR4	3.3981615753072343	WR
P16	good	Baseline	other CD8	CXCR1	0	WR
P16	good	Baseline	NK	CX3CR1	2.4553317769673524	WR
P16	good	Baseline	cytotoxic CD8	CXCR4	8.165881122518813	WR
P16	good	Baseline	exhausted CD8	CCR4	2.6123664532828417	WR
P16	good	Baseline	cytotoxic CD8	CXCR3	5.434718132134264	WR
P16	good	Baseline	Treg	CCR5	4.168936555900958	WR
P16	good	Baseline	exhausted CD8	CXCR1	0.24740282087074775	WR
P16	good	Baseline	NK	CXCR3	4.687238638770627	WR
P16	good	Baseline	Treg	CCR4	4.2886213013431265	WR
P16	good	Baseline	cytotoxic CD8	ACKR3	0.5060963361538127	WR
P16	good	Baseline	Treg	ACKR3	0.9880547492667215	WR
P16	good	Baseline	cytotoxic CD8	CCR5	3.9782208899889966	WR
P16	good	Baseline	exhausted CD8	CCR5	4.091098991879716	WR
P16	good	Baseline	exhausted CD8	ACKR3	0.24740282087074775	WR
P16	good	Baseline	exhausted CD8	CCR6	3.3840692728978046	WR
P16	good	Baseline	NK	CXCR4	7.5639811506288455	WR
P16	good	Baseline	Treg	CXCR3	5.724818175703893	WR
P16	good	Baseline	cytotoxic CD8	CCR6	3.3525537918582704	WR
P16	good	Baseline	cytotoxic CD8	CXCR2	0.6135803488221963	WR
P16	good	Baseline	Treg	CXCR4	7.172437566261914	WR
P16	good	Baseline	exhausted CD8	CXCR2	0.4455763214702748	WR
P16	good	Baseline	Treg	CXCR2	0.1912404601820244	WR
P16	good	Baseline	NK	CXCR2	0.7178541349124602	WR
P16	good	Baseline	NK	ACKR3	0.47001412948461607	WR
P16	good	Baseline	Treg	CXCR1	0.1912404601820244	WR
P16	good	Baseline	other CD8	CCR6	4.257661150177902	WR
P16	good	Baseline	cytotoxic CD8	CX3CR1	2.1323972907268476	WR
P16	good	Baseline	cytotoxic CD8	CCR4	2.582858433474537	WR
P16	good	Baseline	exhausted CD8	CX3CR1	0.3513906511209676	WR
P16	good	Baseline	cytotoxic CD8	CCR2	1.9886530995329768	WR
P16	good	Baseline	NK	CCR4	1.3863153614873978	WR
P16	good	Baseline	NK	CCR2	0.7884726334025578	WR
P16	good	Baseline	Treg	CCR2	2.743532412461451	WR
P16	good	Baseline	other CD8	CXCR3	5.169167400456773	WR
P16	good	Baseline	exhausted CD8	CXCR3	5.0512926634514335	WR
P16	good	Baseline	other CD8	CXCR2	0.8389985272599942	WR
P16	good	Baseline	other CD8	CCR2	2.81950691603767	WR
P16	good	Baseline	cytotoxic CD8	CXCR1	0.3856525723638245	WR
P16	good	Baseline	Treg	CCR6	5.409646667920989	WR
P16	good	Baseline	NK	CCR6	2.4553317769673524	WR
P16	good	Baseline	exhausted CD8	CCR2	2.181485497118212	WR
P16	good	Baseline	NK	CXCR1	0.13976559464466592	WR
P16	good	Baseline	exhausted CD8	CXCR4	7.599693138754989	WR
P16	good	Baseline	NK	CCR5	3.3586647937218492	WR
P17	poor	Baseline	Treg	CXCR2	0	NR
P17	poor	Treat	NK	CCR4	0	NR
P17	poor	Treat	Treg	CX3CR1	2.299676183715735	NR
P17	poor	Baseline	exhausted CD8	CCR2	0.7696240621681478	NR
P17	poor	Baseline	exhausted CD8	CCR6	3.5441333998095788	NR
P17	poor	Treat	NK	CCR2	0	NR
P17	poor	Baseline	Treg	CXCR1	0	NR
P17	poor	Baseline	Treg	CCR6	5.788638226739167	NR
P17	poor	Treat	Treg	ACKR3	2.1803704554423025	NR
P17	poor	Baseline	Treg	CCR4	4.555351040597486	NR
P17	poor	Treat	Treg	CXCR4	5.594738242076662	NR
P17	poor	Treat	NK	CCR5	4.106973922348753	NR
P17	poor	Baseline	Treg	CCR2	1.0501323053339893	NR
P17	poor	Treat	NK	CX3CR1	4.820608760320061	NR
P17	poor	Baseline	exhausted CD8	CXCR1	0	NR
P17	poor	Baseline	cytotoxic CD8	CCR6	3.1246442457774712	NR
P17	poor	Baseline	NK	ACKR3	0.8773802562090142	NR
P17	poor	Treat	Treg	CXCR1	0	NR
P17	poor	Treat	Treg	CCR5	3.6950583290033587	NR
P17	poor	Treat	exhausted CD8	CCR2	0.48121430113056307	NR
P17	poor	Treat	cytotoxic CD8	CXCR3	5.098330725864168	NR
P17	poor	Baseline	NK	CX3CR1	3.901132420285782	NR
P17	poor	Treat	exhausted CD8	CCR4	1.0487614570677206	NR
P17	poor	Treat	NK	CXCR4	5.78204190074658	NR
P17	poor	Baseline	cytotoxic CD8	CXCR4	7.947626541288035	NR
P17	poor	Baseline	NK	CCR5	2.2436364867455683	NR
P17	poor	Baseline	exhausted CD8	CXCR2	0	NR
P17	poor	Treat	NK	CXCR2	2.4463680986773575	NR
P17	poor	Baseline	exhausted CD8	CCR5	3.6989399751937557	NR
P17	poor	Baseline	Treg	CCR5	3.574680331979923	NR
P17	poor	Baseline	cytotoxic CD8	CCR4	2.669409097560187	NR
P17	poor	Baseline	cytotoxic CD8	CCR2	1.7499807180132299	NR
P17	poor	Baseline	other CD8	CX3CR1	0.7993494570224766	NR
P17	poor	Baseline	cytotoxic CD8	CXCR3	4.951425610368648	NR
P17	poor	Treat	cytotoxic CD8	CCR2	1.8734417670975418	NR
P17	poor	Baseline	cytotoxic CD8	CXCR1	0.46644195940630157	NR
P17	poor	Treat	exhausted CD8	CCR6	1.5159441457812308	NR
P17	poor	Baseline	cytotoxic CD8	CCR5	3.481194169034639	NR
P17	poor	Baseline	Treg	ACKR3	0.48202055785940545	NR
P17	poor	Baseline	NK	CCR4	1.7776727345247905	NR
P17	poor	Treat	NK	CXCR1	3.242909322986013	NR
P17	poor	Treat	other CD8	CXCR3	4.627257685537103	NR
P17	poor	Treat	exhausted CD8	CXCR4	5.508678013799964	NR
P17	poor	Treat	Treg	CCR2	1.4734136874250272	NR
P17	poor	Baseline	cytotoxic CD8	ACKR3	0.6682899554042083	NR
P17	poor	Treat	cytotoxic CD8	CXCR1	0.5508664680492108	NR
P17	poor	Baseline	Treg	CX3CR1	1.3039502552223603	NR
P17	poor	Treat	other CD8	CCR6	1.148639940298303	NR
P17	poor	Treat	cytotoxic CD8	CCR6	1.2730260415008372	NR
P17	poor	Baseline	exhausted CD8	CCR4	2.4857452523250863	NR
P17	poor	Treat	Treg	CXCR3	5.705133435747995	NR
P17	poor	Treat	Treg	CXCR2	0	NR
P17	poor	Baseline	Treg	CXCR3	4.689195982153357	NR
P17	poor	Treat	exhausted CD8	CCR5	4.08696909752356	NR
P17	poor	Baseline	other CD8	ACKR3	0	NR
P17	poor	Treat	NK	CCR6	2.7121604379822433	NR
P17	poor	Treat	Treg	CCR4	4.389712143197899	NR
P17	poor	Baseline	NK	CXCR4	7.349798753494474	NR
P17	poor	Baseline	NK	CXCR3	4.562366669230509	NR
P17	poor	Treat	NK	CXCR3	4.634223114028782	NR
P17	poor	Baseline	NK	CCR2	0	NR
P17	poor	Treat	other CD8	CCR2	1.148639940298303	NR
P17	poor	Baseline	Treg	CXCR4	7.11257133417714	NR
P17	poor	Treat	other CD8	CXCR2	0	NR
P17	poor	Baseline	exhausted CD8	ACKR3	0.45709392790577086	NR
P17	poor	Treat	other CD8	CX3CR1	0	NR
P17	poor	Treat	other CD8	CXCR4	5.9174704915765695	NR
P17	poor	Baseline	NK	CXCR1	1.5066252774657316	NR
P17	poor	Treat	cytotoxic CD8	CXCR4	6.059731211415705	NR
P17	poor	Treat	cytotoxic CD8	CCR5	4.201113313791107	NR
P17	poor	Treat	NK	ACKR3	2.4463680986773575	NR
P17	poor	Treat	other CD8	CXCR1	0	NR
P17	poor	Treat	exhausted CD8	CX3CR1	0.48121430113056307	NR
P17	poor	Treat	exhausted CD8	ACKR3	0.48121430113056307	NR
P17	poor	Baseline	other CD8	CXCR3	4.910080212511653	NR
P17	poor	Treat	exhausted CD8	CXCR1	0	NR
P17	poor	Baseline	NK	CCR6	3.4844141462672953	NR
P17	poor	Treat	cytotoxic CD8	CCR4	2.2063285928015186	NR
P17	poor	Treat	Treg	CCR6	4.223648368028796	NR
P17	poor	Baseline	cytotoxic CD8	CX3CR1	2.0810496582709215	NR
P17	poor	Treat	other CD8	ACKR3	1.148639940298303	NR
P17	poor	Treat	other CD8	CCR4	1.6691776245887677	NR
P17	poor	Baseline	cytotoxic CD8	CXCR2	0.46644195940630157	NR
P17	poor	Baseline	exhausted CD8	CX3CR1	0.17660447713533242	NR
P17	poor	Baseline	other CD8	CCR2	1.9629734460868913	NR
P17	poor	Treat	exhausted CD8	CXCR2	0	NR
P17	poor	Baseline	exhausted CD8	CXCR3	3.9323784450993493	NR
P17	poor	Baseline	other CD8	CXCR1	0.7993494570224766	NR
P17	poor	Treat	exhausted CD8	CXCR3	4.559752368224215	NR
P17	poor	Treat	other CD8	CCR5	4.30720363506855	NR
P17	poor	Baseline	NK	CXCR2	2.166221829265398	NR
P17	poor	Treat	cytotoxic CD8	ACKR3	0	NR
P17	poor	Baseline	other CD8	CCR6	3.6302648897507988	NR
P17	poor	Baseline	other CD8	CCR4	3.3297034911108967	NR
P17	poor	Treat	cytotoxic CD8	CXCR2	0.31289484621694763	NR
P17	poor	Baseline	other CD8	CCR5	4.169032445202694	NR
P17	poor	Baseline	other CD8	CXCR2	0	NR
P17	poor	Baseline	exhausted CD8	CXCR4	7.3602031672975565	NR
P17	poor	Treat	cytotoxic CD8	CX3CR1	2.705403639643889	NR
P17	poor	Baseline	other CD8	CXCR4	7.7255830479400736	NR
P18	NA	Baseline	cytotoxic CD8	CX3CR1	2.8701226043873302	NA
P18	NA	Baseline	cytotoxic CD8	CXCR2	0.7292358447155046	NA
P18	NA	Baseline	other CD8	CCR2	0	NA
P18	NA	Baseline	other CD8	CCR6	4.555735566831247	NA
P18	NA	Baseline	exhausted CD8	CXCR4	6.942565476772146	NA
P18	NA	Baseline	NK	CXCR4	7.753269646612517	NA
P18	NA	Baseline	cytotoxic CD8	ACKR3	0.9594434332136426	NA
P18	NA	Baseline	cytotoxic CD8	CXCR3	5.424821414378952	NA
P18	NA	Baseline	cytotoxic CD8	CXCR4	8.171136713850638	NA
P18	NA	Baseline	cytotoxic CD8	CCR4	2.8852226679788493	NA
P18	NA	Baseline	NK	CXCR2	2.3025369894081615	NA
P18	NA	Baseline	other CD8	CCR5	2.6709587231318204	NA
P18	NA	Baseline	NK	CCR6	2.5763723746826965	NA
P18	NA	Baseline	other CD8	CXCR1	2.29950166167934	NA
P18	NA	Baseline	cytotoxic CD8	CXCR1	0.9594434332136426	NA
P18	NA	Baseline	NK	CCR5	1.5260144744211606	NA
P18	NA	Baseline	other CD8	CCR4	3.918614681850566	NA
P18	NA	Baseline	exhausted CD8	CCR4	3.355211103945003	NA
P18	NA	Baseline	NK	CCR2	0	NA
P18	NA	Baseline	cytotoxic CD8	CCR2	0.5906279840688033	NA
P18	NA	Baseline	NK	CCR4	2.047646291544067	NA
P18	NA	Baseline	cytotoxic CD8	CCR5	3.4781505289304016	NA
P18	NA	Baseline	exhausted CD8	CCR5	3.2390477503956845	NA
P18	NA	Baseline	cytotoxic CD8	CCR6	2.7910001430570417	NA
P18	NA	Baseline	NK	CX3CR1	3.9307923601642973	NA
P18	NA	Baseline	NK	CXCR1	1.6193453788180727	NA
P18	NA	Baseline	exhausted CD8	CCR6	4.311178335783775	NA
P18	NA	Baseline	other CD8	CX3CR1	0	NA
P18	NA	Baseline	other CD8	CXCR2	2.941192998326603	NA
P18	NA	Baseline	exhausted CD8	CXCR3	4.576280215316432	NA
P18	NA	Baseline	exhausted CD8	CXCR1	0	NA
P18	NA	Baseline	exhausted CD8	CCR2	0.8139892100757318	NA
P18	NA	Baseline	exhausted CD8	ACKR3	1.256694244635875	NA
P18	NA	Baseline	other CD8	CXCR3	4.287079838173003	NA
P18	NA	Baseline	other CD8	CXCR4	7.269668355605154	NA
P18	NA	Baseline	exhausted CD8	CX3CR1	1.56248881511198	NA
P18	NA	Baseline	other CD8	ACKR3	1.7019453660658708	NA
P18	NA	Baseline	NK	ACKR3	1.178617993788656	NA
P18	NA	Baseline	Treg	CXCR1	0	NA
P18	NA	Baseline	Treg	CCR6	5.7831717887573335	NA
P18	NA	Baseline	Treg	ACKR3	1.2378814468662598	NA
P18	NA	Baseline	Treg	CXCR4	6.789200124651017	NA
P18	NA	Baseline	Treg	CXCR3	4.680343529892006	NA
P18	NA	Baseline	Treg	CCR5	3.110070616055411	NA
P18	NA	Baseline	exhausted CD8	CXCR2	0.48762657702098616	NA
P18	NA	Baseline	Treg	CX3CR1	1.0424740254950484	NA
P18	NA	Baseline	Treg	CXCR2	0	NA
P18	NA	Baseline	Treg	CCR4	4.8663168170821	NA
P18	NA	Baseline	Treg	CCR2	0.7993748906139304	NA
P18	NA	Baseline	NK	CXCR3	4.844134058753045	NA
P19	good	Baseline	Treg	CXCR3	4.14909047460376	WR
P19	good	Baseline	NK	CCR4	3.1591416119817515	WR
P19	good	Baseline	NK	CCR2	0	WR
P19	good	Baseline	NK	CX3CR1	3.981876149234828	WR
P19	good	Baseline	NK	CCR5	1.5599104928212268	WR
P19	good	Baseline	Treg	CXCR4	5.970704341903718	WR
P19	good	Baseline	other CD8	CCR6	5.271965432308195	WR
P19	good	Baseline	NK	ACKR3	0	WR
P19	good	Baseline	exhausted CD8	CCR2	0.8928482658608755	WR
P19	good	Baseline	other CD8	CXCR3	5.408508194704354	WR
P19	good	Baseline	other CD8	CX3CR1	0	WR
P19	good	Baseline	NK	CXCR4	7.404533956463543	WR
P19	good	Baseline	exhausted CD8	CCR5	3.8684357669005847	WR
P19	good	Baseline	exhausted CD8	CX3CR1	0.8928482658608755	WR
P19	good	Baseline	other CD8	CXCR4	6.835284115881647	WR
P19	good	Baseline	other CD8	CCR5	3.9569885240665363	WR
P19	good	Baseline	Treg	CXCR1	0	WR
P19	good	Baseline	exhausted CD8	CCR6	4.602989482934333	WR
P19	good	Baseline	exhausted CD8	CCR4	3.650501379877762	WR
P19	good	Baseline	other CD8	CXCR2	1.902100720458058	WR
P19	good	Baseline	other CD8	CXCR1	1.902100720458058	WR
P19	good	Baseline	cytotoxic CD8	CCR5	4.046831107482753	WR
P19	good	Baseline	cytotoxic CD8	CX3CR1	3.1056290361226773	WR
P19	good	Baseline	other CD8	CCR2	1.902100720458058	WR
P19	good	Baseline	cytotoxic CD8	CCR4	2.8792064144639764	WR
P19	good	Baseline	exhausted CD8	CXCR3	3.705172854346584	WR
P19	good	Baseline	Treg	CCR6	6.071899729199531	WR
P19	good	Baseline	cytotoxic CD8	CXCR1	0.49844487386259695	WR
P19	good	Baseline	Treg	CCR5	3.0559486322138536	WR
P19	good	Baseline	exhausted CD8	ACKR3	0.5429274330165603	WR
P19	good	Baseline	NK	CXCR1	1.5599104928212268	WR
